Timestamp,count_negative,count_neutral,count_positive,compound_total,sent_negative,sent_positive,total_volume_of_tweets
2021-03-23 07:00:00,150,423,371,0.1442534068136273,-0.3736886666666664,0.5382299191374662,998
2021-03-23 08:00:00,134,379,361,0.15356089999999992,-0.3655492537313433,0.49892243767312994,1000
2021-03-23 09:00:00,130,454,386,0.13371559356136797,-0.36832615384615386,0.4685499999999991,994
2021-03-23 10:00:00,130,401,454,0.17035996035678885,-0.36249769230769235,0.48249669603524203,1009
2021-03-23 11:00:00,119,305,438,0.20235645161290297,-0.34980756302521,0.5551440639269406,992
2021-03-23 12:00:00,136,411,312,0.11619044265593553,-0.39186029411764733,0.4809743589743586,994
2021-03-23 13:00:00,148,389,439,0.14548059113300474,-0.39787094594594585,0.4772990888382683,1015
2021-03-23 14:00:00,187,327,433,0.13467479757084994,-0.4461283422459893,0.49646166281755194,988
2021-03-23 15:00:00,124,398,439,0.17699750747756723,-0.3827282258064515,0.4978343963553528,1003
2021-03-23 16:00:00,121,397,451,0.21071218529707966,-0.40969090909090894,0.5580350332594242,993
2021-03-23 17:00:00,137,392,439,0.15661809999999968,-0.3804562043795618,0.46756036446469246,1000
2021-03-23 18:00:00,93,329,293,0.14569223803363496,-0.3988150537634409,0.48914129692832736,773
2021-03-23 19:00:00,166,485,436,0.1075043866774977,-0.42377228915662646,0.46580596330275253,1231
2021-03-23 20:00:00,169,374,420,0.12338677932405535,-0.41414437869822446,0.4584264285714286,1006
2021-03-23 21:00:00,149,337,483,0.17972509960159322,-0.37035436241610736,0.4664759834368523,1004
2021-03-23 22:00:00,142,350,463,0.17965045135406196,-0.3837957746478872,0.4889952483801301,997
2021-03-23 23:00:00,145,377,428,0.14199502487562185,-0.3929475862068963,0.47016962616822455,1005
2021-03-24 00:00:00,176,358,431,0.13251738261738233,-0.429916477272727,0.4788974477958235,1001
2021-03-24 01:00:00,132,386,441,0.14974271356783905,-0.40268030303030267,0.4656358276643998,995
2021-03-24 02:00:00,149,387,429,0.13541243781094492,-0.38650738255033545,0.45411538461538475,1005
2021-03-24 03:00:00,137,365,462,0.19139579158316666,-0.34540364963503645,0.5191316017316031,998
2021-03-24 04:00:00,166,488,326,0.1119686313686314,-0.3277361445783131,0.5087779141104302,1001
2021-03-24 05:00:00,135,386,434,0.1655428861788617,-0.3920918518518518,0.4986815668202771,984
2021-03-24 06:00:00,160,414,381,0.11249170779861774,-0.31378499999999976,0.4454062992125982,1013
2021-03-24 07:00:00,109,428,432,0.1598498995983936,-0.3332220183486237,0.4507465277777778,996
2021-03-24 08:00:00,94,372,512,0.22700852557673012,-0.349936170212766,0.5054882812500001,997
2021-03-24 09:00:00,117,390,462,0.18280511022044066,-0.35053589743589725,0.4821854978354977,998
2021-03-24 10:00:00,96,438,457,0.17661978239366985,-0.3501708333333333,0.4653875273522982,1011
2021-03-24 11:00:00,159,397,388,0.13966466395111998,-0.3791817610062893,0.47620567010309306,982
2021-03-24 12:00:00,137,385,466,0.1640115000000001,-0.3642277372262774,0.46005386266094467,1000
2021-03-24 13:00:00,133,418,436,0.14658485148514835,-0.3738661654135335,0.4553713302752297,1010
2021-03-24 14:00:00,145,374,454,0.16280957661290305,-0.3342048275862068,0.4619370044052866,992
2021-03-24 15:00:00,112,381,481,0.21201808191808202,-0.3461419642857143,0.507109147609148,1001
2021-03-24 16:00:00,122,412,468,0.18071074950690352,-0.3754245901639343,0.4879132478632488,1014
2021-03-24 17:00:00,100,403,448,0.17376646341463411,-0.38568699999999995,0.46329062500000057,984
2021-03-24 18:00:00,130,384,460,0.1741590049751241,-0.4035315384615385,0.479436956521739,1005
2021-03-24 19:00:00,137,382,428,0.16197068793619138,-0.403764233576642,0.5020462616822432,1003
2021-03-24 20:00:00,147,395,446,0.1548402390438244,-0.3861408163265304,0.46958340807174886,1004
2021-03-24 21:00:00,140,396,428,0.1530922845691383,-0.3951414285714284,0.47933808411214984,998
2021-03-24 22:00:00,164,377,445,0.1543047904191618,-0.37586829268292643,0.4822213483146074,1002
2021-03-24 23:00:00,143,399,428,0.15798256513026046,-0.3903706293706292,0.5007462616822428,998
2021-03-25 00:00:00,174,349,453,0.15077559999999962,-0.39683678160919506,0.4871496688741722,1000
2021-03-25 01:00:00,155,415,395,0.12685647410358533,-0.4138516129032255,0.4694379746835436,1004
2021-03-25 02:00:00,185,373,416,0.13983166332665325,-0.39624162162162135,0.5131420673076929,998
2021-03-25 03:00:00,149,350,464,0.15785423728813547,-0.3741402684563758,0.4617717672413795,1003
2021-03-25 04:00:00,174,445,350,0.10204819277108414,-0.36045517241379293,0.4706074285714283,996
2021-03-25 05:00:00,116,411,438,0.17494535353535348,-0.42131379310344796,0.5142057077625571,990
2021-03-25 06:00:00,148,446,386,0.12185405138339908,-0.3820972972972973,0.46990233160621797,1012
2021-03-25 07:00:00,163,375,404,0.13132722722722695,-0.3712288343558278,0.4778586633663363,999
2021-03-25 08:00:00,138,376,426,0.16811679999999984,-0.41322246376811606,0.5396652582159626,1000
2021-03-25 09:00:00,193,331,433,0.12485671342685341,-0.3916777202072536,0.4742064665127016,998
2021-03-25 10:00:00,119,376,435,0.21549022931206424,-0.3617184873949579,0.5138422988505758,1003
2021-03-25 11:00:00,127,311,486,0.2179511534603815,-0.39377244094488195,0.5419765432098774,997
2021-03-25 12:00:00,194,372,401,0.12239034205231361,-0.39147164948453567,0.48755810473815464,994
2021-03-25 13:00:00,152,355,484,0.1877702783300199,-0.3900486842105262,0.5130621900826453,1006
2021-03-25 14:00:00,156,342,477,0.17939869346733664,-0.3614878205128206,0.49427148846960195,995
2021-03-25 15:00:00,167,369,444,0.15587895791583145,-0.3929467065868263,0.4993045045045047,998
2021-03-25 16:00:00,125,351,468,0.1840975149105366,-0.4315975999999998,0.5152561965811961,1006
2021-03-25 17:00:00,146,315,515,0.20718497983870945,-0.4282013698630134,0.5195446601941744,992
2021-03-25 18:00:00,133,340,491,0.20047347956131628,-0.37155939849624053,0.5041307535641554,1003
2021-03-25 19:00:00,152,387,417,0.1578281032770605,-0.3946710526315787,0.5173973621103122,1007
2021-03-25 20:00:00,147,394,427,0.16382293120638075,-0.39702517006802723,0.5165655737704922,1003
2021-03-25 21:00:00,174,344,445,0.14756156941649895,-0.4541545977011489,0.5073402247191009,994
2021-03-25 22:00:00,136,409,437,0.18726299999999999,-0.40372058823529383,0.5459093821510291,1000
2021-03-25 23:00:00,145,426,410,0.15540339321357266,-0.39537724137931024,0.5210670731707311,1002
2021-03-26 00:00:00,1,6,3,0.053908333333333336,-0.5719,0.49733333333333335,12
